year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
1,759,Taracumbi,Annual,Cneso,Eucalypt,70.5,66,NA,NA,0.272145182,13.5,31.5,No,360,Basal,No
2,911,Pikertaramoor,Annual,Cneso,Eucalypt,224.9,66,1.1,0.5,0.435986328,NA,NA,No,1200,Basal,No
2,6,Taracumbi,Annual,Pcare,Pantropical,72,66.5,1,1.2,0.299130859,13.5,31.5,No,1000,Basal,No
1,553,Taracumbi,Annual,Pcare,Pantropical,81.5,67,NA,NA,0.131311014,21.25,3.75,No,210,Basal,No
1,941,Pikertaramoor,Annual,Aexce,Pantropical,91.5,67,NA,NA,0.319508464,NA,NA,No,170,Basal,No
1,962,Pikertaramoor,Annual,Etetr,Eucalypt,174.1,67,1.2,NA,0.150934245,NA,NA,No,190,Basal,No
1,574,Imalu,Annual,Echlo,Pantropical,196.4,125,2.6,2.7,0.254078776,5,5,Yes,0,None,No
2,1009,Pikertaramoor,Annual,Etetr,Eucalypt,65,67,NA,0.5,0.256536458,NA,NA,No,1000,Basal,No
2,249,Imalu,Annual,Tferd,Pantropical,66,67.4,NA,0.6,0.377014974,4,16,No,1500,Basal,No
2,1229,Shark Bay A,Annual,Cneso,Eucalypt,94,67.5,NA,0.2,0.399827474,0.5,0.5,No,1200,Basal,No
2,302,Imalu,Annual,Bmega,Pantropical,55,67.8,1.1,0.9,0.129342118,2.25,12.75,No,1000,Basal,No
1,286,Imalu,Annual,Echlo,Pantropical,62,68,NA,1.2,0.389664828,5,20,No,280,Basal,No
1,735,Taracumbi,Annual,Etetr,Eucalypt,103.5,68,1,NA,0.36586263,27.5,27.5,No,310,Basal,No
1,1002,Pikertaramoor,Annual,Etetr,Eucalypt,70,68,NA,NA,0.152076823,NA,NA,No,90,Basal,No
2,933,Pikertaramoor,Annual,Emini,Eucalypt,100,69,NA,0.5,0.251933594,NA,NA,No,800,Basal,No
2,991,Pikertaramoor,Annual,Emini,Eucalypt,43,69,NA,0.6,0.269889323,NA,NA,No,1200,Basal,No
2,580,Taracumbi,Annual,Emini,Eucalypt,80,43.5,NA,NA,0.244781901,10,10,NA,0,Basal,No
2,293,Imalu,Annual,Bobov,Pantropical,74,69.5,1.1,0.7,0.623807242,0.4,19.6,No,1500,Basal,No
2,577,Imalu,Annual,Bobov,Pantropical,62,69.5,1,0.7,0.369378255,3.75,21.25,No,900,Basal,No
2,701,Taracumbi,Annual,Echlo,Pantropical,45,69.5,NA,1,0.213698774,24,36,No,1800,Basal,No
1,582,Shark Bay A,Annual,Cneso,Eucalypt,150.4,95,1,NA,0.146461589,1,9,Yes,165,Basal,No
1,582,Shark Bay A,Annual,Cneso,Eucalypt,150.4,95,1,NA,0.146461589,1,9,Yes,165,Basal,No
1,258,Imalu,Annual,Cneso,Eucalypt,145.5,70,1,NA,0.359851068,0.6,29.4,No,220,Basal,No
1,265,Imalu,Annual,Bmega,Pantropical,34,70,1,1.1,0.290183573,3,12,No,250,Basal,No
2,592,Shark Bay B,Annual,Emini,Eucalypt,63.5,70,NA,0.5,0.424915365,7.5,7.5,No,200,Basal,No
1,769,Taracumbi,Annual,Aexce,Pantropical,102.5,70,NA,NA,0.255432943,26.25,8.75,No,450,Basal,No
1,909,Pikertaramoor,Annual,Pcare,Pantropical,64,70,NA,NA,0.237158203,NA,NA,No,180,Basal,No
1,586,Imalu,Annual,Echlo,Pantropical,116,130,2.2,2.4,0.153287378,NA,NA,Yes,0,None,No
2,910,Shark Bay B,Annual,Tferd,Pantropical,50,70,NA,0.5,0.18911805,20,5,No,300,Basal,No
1,587,Shark Bay C,Annual,Gheli,Proteaceae,270.5,290.5,2.1,3.4,0.29163737,27,3,Yes,170,None,No
2,925,Shark Bay B,Annual,Etetr,Eucalypt,37,70,NA,0.2,0.57165104,9,51,No,400,Basal,No
1,588,Pikertaramoor,Annual,Gheli,Proteaceae,421,459.6,4.4,3.4,0.22188151,NA,NA,Yes,340,None,No
2,946,Shark Bay B,Annual,Cneso,Eucalypt,61,70,NA,0.3,0.416750777,7.5,7.5,No,350,Basal,No
2,589,Taracumbi,Annual,Emini,Eucalypt,56,74,NA,0.3,0.256553498,24,6,NA,0,Basal,No
1,1236,Shark Bay A,Annual,Etetr,Eucalypt,70,70,NA,NA,0.285592853,5,0,No,190,Basal,No
1,1286,Taracumbi,Annual,Gheli,Proteaceae,41,70,NA,NA,0.32115682,22,33,No,430,Basal,No
1,2282,Shark Bay C,Annual,Bobov,Pantropical,31.5,70,NA,NA,0.377640084,0,10,No,100,None,No
1,2292,Imalu,Annual,Gheli,Proteaceae,56,70,NA,NA,0.359274089,15,5,No,220,None,No
2,537,Taracumbi,Annual,Emini,Eucalypt,100,70.5,NA,0.4,0.401803484,24.5,10.5,No,1000,Basal,No
2,550,Taracumbi,Annual,Echlo,Pantropical,48,70.5,NA,0.5,0.306348737,22.5,52.5,No,2000,Basal,No
2,665,Shark Bay C,Annual,Emini,Eucalypt,166.5,70.5,1.5,0.3,0.390591092,0.75,14.25,No,1200,Basal,No
2,665,Shark Bay C,Annual,Emini,Eucalypt,166.5,70.5,1.5,0.3,0.390591092,23.75,1.25,No,1200,Basal,No
1,593,Shark Bay A,Annual,Emini,Eucalypt,80.5,85,NA,NA,0.408238932,9.5,0.5,Yes,30,Both,No
2,724,Taracumbi,Annual,Pcare,Pantropical,62,70.5,NA,0.5,0.165677083,28,7,No,1000,Basal,No
1,594,Shark Bay B,Annual,Gheli,Proteaceae,57,79.5,NA,NA,0.220836589,7.5,7.5,Yes,60,Basal,No
1,594,Shark Bay B,Annual,Gheli,Proteaceae,57,79.5,NA,NA,0.220836589,7.5,7.5,Yes,60,Basal,No
2,765,Taracumbi,Annual,Bobov,Pantropical,60,70.5,NA,0.6,0.179882812,22.5,52.5,No,2000,Basal,No
2,595,Shark Bay A,Annual,Gheli,Proteaceae,148,245.5,2.2,2.6,0.285289714,4.5,0.5,Yes,0,None,No
1,595,Shark Bay A,Annual,Gheli,Proteaceae,173.5,148,1.4,2.2,0.285289714,4.5,0.5,Yes,80,Basal,No
1,595,Shark Bay A,Annual,Gheli,Proteaceae,173.5,148,1.4,2.2,0.285289714,4.5,0.5,Yes,80,Basal,No
1,673,Imalu,Annual,Cneso,Eucalypt,88,70.7,NA,NA,0.358183594,5,15,No,180,Basal,No
1,680,Taracumbi,Annual,Etetr,Eucalypt,159.1,71,1.2,NA,0.198385417,40.5,4.5,No,700,Basal,No
1,6,Taracumbi,Annual,Pcare,Pantropical,70,72,1.1,1,0.299130859,13.5,31.5,No,280,Basal,No
2,598,Shark Bay A,Annual,Emini,Eucalypt,66,144.5,NA,0.8,0.332776693,4,1,Yes,0,Basal,No
1,598,Shark Bay A,Annual,Emini,Eucalypt,117.5,66,NA,NA,0.332776693,4,1,Yes,0,None,No
1,599,Shark Bay B,Annual,Emini,Eucalypt,516.5,595,3.6,4.1,0.369501953,9,6,Yes,0,None,No
2,599,Shark Bay B,Annual,Emini,Eucalypt,595,659.4,4.1,3.9,0.369501953,9,6,Yes,0,Epicormic,No
1,600,Shark Bay A,Annual,Cneso,Eucalypt,79,122,NA,NA,0.432695312,5,0,Yes,0,None,No
2,600,Shark Bay A,Annual,Cneso,Eucalypt,122,124.5,NA,0.9,0.432695312,5,0,Yes,0,None,No
1,601,Imalu,Annual,Bmega,Pantropical,35,77,NA,1.5,0.422006288,22.75,12.25,Yes,0,Basal,No
2,308,Imalu,Annual,Etetr,Eucalypt,119,72,0.8,0.5,0.33265625,0,25,No,2000,Basal,No
2,553,Taracumbi,Annual,Pcare,Pantropical,67,72,NA,0.3,0.131311014,21.25,3.75,No,1500,Basal,No
1,619,Taracumbi,Annual,Pcare,Pantropical,100,72,1.1,NA,0.398469007,12,8,No,215,Basal,No
1,727,Taracumbi,Annual,Bobov,Pantropical,47.5,72,NA,NA,0.230279948,31.5,13.5,No,430,Basal,No
1,954,Shark Bay B,Annual,Tferd,Pantropical,82.1,72,NA,1,0.291497396,8.5,76.5,No,360,Basal,No
2,2223,Shark Bay C,Annual,Emini,Eucalypt,106.5,72,NA,0.6,0.231091974,1,19,No,600,Basal,No
1,2240,Shark Bay C,Annual,Pcare,Pantropical,90,72,1.1,1.2,0.200986701,15,10,No,290,Basal,No
1,605,Imalu,Annual,Etetr,Eucalypt,484.5,527.2,3.9,4.5,0.295547334,2,18,Yes,270,None,No
2,316,Imalu,Annual,Emini,Eucalypt,585,72.5,4,0.4,0.307213143,3,12,No,1500,Basal,No
2,606,Shark Bay A,Annual,Pcare,Pantropical,85,108.5,1.8,1.4,0.554764529,4.5,0.5,Yes,0,Both,No
1,606,Shark Bay A,Annual,Pcare,Pantropical,143.5,85,1.4,1.8,0.554764529,4.5,0.5,Yes,0,Basal,No
1,607,Pikertaramoor,Annual,Gheli,Proteaceae,301,355.4,2.3,3,0.255143229,NA,NA,Yes,200,None,No
2,2222,Shark Bay C,Annual,Gheli,Proteaceae,40,72.5,NA,0.7,0.41195415,3,27,No,200,Basal,No
2,608,Shark Bay A,Annual,Emini,Eucalypt,55,36,NA,NA,0.30758138,0,1,Yes,0,Epicormic,No
1,608,Shark Bay A,Annual,Emini,Eucalypt,80.5,55,NA,NA,0.30758138,0,1,Yes,0,None,No
2,763,Taracumbi,Annual,Alate,Acacia,431.9,73,3.1,0.4,0.14171875,15,15,No,2000,Basal,No
2,909,Pikertaramoor,Annual,Pcare,Pantropical,70,73,NA,0.4,0.237158203,NA,NA,No,1000,Basal,No
1,2249,Shark Bay A,Annual,Gheli,Proteaceae,156,73,1.2,1,0.359202474,10,0,No,250,Both,No
2,18,Taracumbi,Annual,Alate,Acacia,NA,73.5,NA,0.5,0.200166016,NA,NA,No,1000,Basal,No
1,611,Taracumbi,Annual,Etetr,Eucalypt,318.5,384.1,3.3,2.9,0.274084291,19.25,15.75,Yes,330,Basal,No
1,912,Shark Bay B,Annual,Bobov,Pantropical,53.5,73.5,1,NA,0.318655599,13.5,1.5,No,100,Basal,No
2,1216,Shark Bay A,Annual,Tferd,Pantropical,148,73.5,1.8,0.8,0.455677083,3,2,No,200,Basal,No
1,317,Imalu,Annual,Pcare,Pantropical,83.5,73.7,1.6,1,0.338388672,10.5,4.5,No,240,Basal,No
1,570,Imalu,Annual,Etetr,Eucalypt,106.5,74,NA,NA,0.363509115,12,8,No,180,Basal,No
1,2264,Shark Bay C,Annual,Tferd,Pantropical,79.5,74,1,NA,0.323880208,NA,NA,No,315,Basal,No
2,751,Taracumbi,Annual,Echlo,Pantropical,33,74.5,NA,0.7,0.231507161,28,7,No,1500,Basal,No
2,907,Pikertaramoor,Annual,Cneso,Eucalypt,77,74.5,NA,0.4,0.251113281,NA,NA,No,1000,Basal,No
1,702,Imalu,Annual,Emini,Eucalypt,103.5,74.6,NA,NA,0.343317057,0,15,No,390,Basal,No
2,617,Shark Bay B,Annual,Emini,Eucalypt,181.8,206.8,1.4,2.7,0.381600648,5,5,Yes,180,Basal,No
2,617,Shark Bay B,Annual,Emini,Eucalypt,181.8,206.8,1.4,2.7,0.381600648,5,5,Yes,180,Basal,No
2,638,Imalu,Annual,Etetr,Eucalypt,196.4,74.7,1.7,0.4,0.195221354,0,25,No,1500,Basal,No
1,17,Pikertaramoor,Annual,Cneso,Eucalypt,75,75,NA,NA,0.155380859,NA,NA,No,60,Basal,No
2,545,Taracumbi,Annual,Cneso,Eucalypt,90,75,NA,0.3,0.1271247,21,14,No,1500,Basal,No
2,576,Taracumbi,Annual,Echlo,Pantropical,50,75,NA,0.8,0.420963542,10.5,24.5,No,1300,Basal,No
2,735,Taracumbi,Annual,Etetr,Eucalypt,68,75,NA,0.6,0.36586263,27.5,27.5,No,600,Basal,No
2,620,Shark Bay A,Annual,Pcare,Pantropical,60,56,NA,0.2,0.417034505,4.75,0.25,Yes,0,Basal,No
2,927,Pikertaramoor,Annual,Emini,Eucalypt,53,75,NA,0.4,0.334967448,NA,NA,No,800,Basal,No
2,621,Shark Bay A,Annual,Echlo,Pantropical,45,67.5,NA,0.2,0.32546875,0,1,Yes,0,Basal,No
1,622,Shark Bay A,Annual,Cneso,Eucalypt,111.5,155.5,1.6,1.2,0.376497396,2.5,2.5,Yes,0,None,No
2,622,Shark Bay A,Annual,Cneso,Eucalypt,155.5,204,1.2,1.4,0.376497396,2.5,2.5,Yes,0,None,No
2,952,Shark Bay B,Annual,Cneso,Eucalypt,89,75,NA,0.3,0.461708984,22.5,22.5,No,230,Basal,No
1,623,Shark Bay C,Annual,Pcare,Pantropical,106,62,1.7,NA,0.3164234,31.5,3.5,Yes,100,None,No
1,1240,Shark Bay A,Annual,Etetr,Eucalypt,46.5,75,NA,NA,0.307291667,9,1,No,180,Basal,No
2,529,Taracumbi,Annual,Pcare,Pantropical,85,75.5,NA,0.6,0.318504515,20,5,No,1000,Basal,No
1,625,Shark Bay A,Annual,Gheli,Proteaceae,278.6,298,2.9,3.5,0.43875,18,2,Yes,0,None,No
2,625,Shark Bay A,Annual,Gheli,Proteaceae,298,264.5,3.5,3.7,0.43875,18,2,Yes,299,Epicormic,No
2,21B,Taracumbi,Annual,Alate,Acacia,191.8,75.5,1.1,0.3,0.153567708,45,5,No,1100,Basal,No
2,563,Shark Bay B,Annual,Cneso,Eucalypt,103,76,NA,0.4,0.175273437,10.5,24.5,No,300,Basal,No
2,789,Pikertaramoor,Annual,Emini,Eucalypt,57,76,NA,0.5,0.282171224,NA,NA,No,800,Basal,No
1,627,Imalu,Annual,Aexce,Pantropical,290.2,178.4,2,1.3,0.502440399,6.75,8.25,Yes,160,Basal,No
1,627,Imalu,Annual,Aexce,Pantropical,290.2,178.4,2,1.3,0.502440399,6.75,8.25,Yes,160,Basal,No
2,628,Imalu,Annual,Cneso,Eucalypt,53,55.5,NA,0.2,0.329925162,1,19,NA,0,Basal,No
2,1001,Pikertaramoor,Annual,Bmega,Pantropical,26,76,NA,1,0.130299479,NA,NA,No,1000,Basal,No
1,629,Imalu,Annual,Emini,Eucalypt,216.2,365.8,2.1,3.1,0.379969251,15,15,Yes,150,Basal,No
2,283,Imalu,Annual,Emini,Eucalypt,277.2,76.5,2.4,0.4,0.51436849,10.5,59.5,No,1200,Basal,No
2,722,Taracumbi,Annual,Echlo,Pantropical,83,76.5,1,0.7,0.107174479,16,24,No,1500,Basal,No
1,584,Imalu,Annual,Aexce,Pantropical,141.7,77,NA,NA,0.166826172,3.75,11.25,No,200,Basal,No
2,758,Taracumbi,Annual,Pcare,Pantropical,90,77,NA,0.5,0.342496745,17.5,17.5,No,2000,Basal,No
1,631,Shark Bay C,Annual,Tferd,Pantropical,104.5,51,1.4,NA,0.19320638,12,28,Yes,110,Epicormic,No
1,907,Pikertaramoor,Annual,Cneso,Eucalypt,111.5,77,NA,NA,0.251113281,NA,NA,No,170,Basal,No
1,935,Pikertaramoor,Annual,Cneso,Eucalypt,157.1,77,NA,NA,0.296191406,NA,NA,No,120,Basal,No
1,633,Shark Bay A,Annual,Echlo,Pantropical,132.5,197.4,1.5,2.6,0.42453125,NA,NA,Yes,120,None,No
2,633,Shark Bay A,Annual,Echlo,Pantropical,197.4,142.5,2.6,1,0.42453125,NA,NA,Yes,110,Basal,No
2,633,Shark Bay A,Annual,Echlo,Pantropical,197.4,142.5,2.6,1,0.42453125,NA,NA,Yes,110,Basal,No
1,634,Shark Bay C,Annual,Gheli,Proteaceae,183.5,233.5,1.7,2.1,0.196179237,6,14,Yes,140,Both,No
2,718,Taracumbi,Annual,Echlo,Pantropical,64,77.5,NA,1.2,0.367740885,18,22,No,1800,Basal,No
1,635,Imalu,Annual,Bobov,Pantropical,111,162.8,NA,3,0.381775885,3,27,Yes,100,Basal,No
2,691,Imalu,Annual,Echlo,Pantropical,100.5,78.1,2,0.5,0.286741536,3,17,No,1200,Basal,No
2,2282,Shark Bay C,Annual,Bobov,Pantropical,70,78.4,NA,0.8,0.377640084,0,10,No,600,Basal,No
2,624,Shark Bay C,Annual,Pcare,Pantropical,48,78.5,NA,0.6,0.198352865,5.5,49.5,No,300,Basal,No
2,970,Pikertaramoor,Annual,Emini,Eucalypt,211.5,78.5,1.5,0.7,0.204101562,NA,NA,No,1000,Basal,No
2,535,Imalu,Annual,Emini,Eucalypt,93,79.5,1.2,0.5,0.362434896,1.2,13.8,No,2000,Basal,No
1,638,Imalu,Annual,Etetr,Eucalypt,146,196.4,NA,1.7,0.195221354,0,25,Yes,0,None,No
2,548,Imalu,Annual,Etetr,Eucalypt,81.4,79.5,NA,0.5,0.393102214,0.6,29.4,No,800,Basal,No
1,639,Shark Bay A,Annual,Emini,Eucalypt,122,130,NA,1,0.433691406,9.5,0.5,Yes,0,None,No
2,279,Shark Bay B,Annual,Bobov,Pantropical,48,80,NA,0.5,0.259739583,0,30,No,300,Basal,No
1,640,Shark Bay C,Annual,Echlo,Pantropical,118.5,210,1.5,2.3,0.41929362,0,5,Yes,0,None,No
2,300,Imalu,Annual,Cneso,Eucalypt,NA,80,NA,0.7,0.430960286,NA,NA,No,800,Basal,No
1,580,Taracumbi,Annual,Emini,Eucalypt,146.5,80,1.1,NA,0.244781901,10,10,No,700,Basal,No
2,581,Imalu,Annual,Etetr,Eucalypt,61,80,NA,0.4,0.274609375,3,17,No,1000,Basal,No
1,697,Imalu,Annual,Echlo,Pantropical,120,80,NA,1,0.432978516,NA,NA,No,160,Basal,No
1,642,Pikertaramoor,Annual,Gheli,Proteaceae,332.2,100,4,4.2,0.274674479,NA,NA,Yes,120,None,No
2,783,Shark Bay B,Annual,Bobov,Pantropical,54,80,NA,0.9,0.337903646,52,28,No,300,Basal,No
1,643,Pikertaramoor,Annual,Gheli,Proteaceae,214.5,87.5,2.5,NA,0.313655599,NA,NA,Yes,190,Epicormic,No
2,644,Shark Bay A,Annual,Cneso,Eucalypt,286.6,216,3,2.9,0.313873698,8,2,Yes,150,Epicormic,No
1,644,Shark Bay A,Annual,Cneso,Eucalypt,418,286.6,2.9,3,0.313873698,8,2,Yes,0,None,No
1,645,Shark Bay A,Annual,Alate,Acacia,79.5,80,NA,NA,0.301302083,0.5,0.5,Yes,40,Epicormic,No
2,645,Shark Bay A,Annual,Alate,Acacia,80,189,NA,1.2,0.301302083,0.5,0.5,Yes,0,None,No
1,646,Imalu,Annual,Bmega,Pantropical,119.5,140.9,2.7,2.6,0.199869792,12,3,Yes,0,None,No
1,921,Shark Bay B,Annual,Emini,Eucalypt,122.5,80,NA,NA,0.476819661,0,20,No,210,Basal,No
1,647,Imalu,Annual,Aexce,Pantropical,129.5,207,1,1.6,0.276559947,5,5,Yes,0,None,No
1,955,Shark Bay B,Annual,Pcare,Pantropical,69.5,80,NA,NA,0.356461589,1.5,13.5,No,190,None,No
1,990,Pikertaramoor,Annual,Etetr,Eucalypt,217.1,80,1.3,NA,0.32101888,NA,NA,No,230,Basal,No
2,649,Shark Bay A,Annual,Gheli,Proteaceae,230.4,288.5,3,4.1,0.258815104,2.5,2.5,Yes,170,None,No
1,649,Shark Bay A,Annual,Gheli,Proteaceae,232.3,230.4,3.2,3,0.258815104,2.5,2.5,Yes,60,None,No
2,12,Shark Bay A,Annual,Cneso,Eucalypt,132,80.5,NA,0.4,0.435009766,0,5,No,300,Basal,No
2,666,Shark Bay A,Annual,Tferd,Pantropical,57,80.5,NA,0.6,0.262249349,5,0,No,0,Basal,No
1,583,Imalu,Annual,Cneso,Eucalypt,107.5,81,NA,NA,0.252135685,3,17,No,150,Basal,No
2,651,Shark Bay A,Annual,Echlo,Pantropical,52,80,NA,0.4,0.62921875,5,0,Yes,0,Basal,No
1,652,Shark Bay A,Annual,Alate,Acacia,91.5,110,NA,NA,0.410712891,28.5,1.5,Yes,70,None,No
2,652,Shark Bay A,Annual,Alate,Acacia,110,255,NA,1.9,0.410712891,28.5,1.5,Yes,0,None,No
2,603,Taracumbi,Annual,Cneso,Eucalypt,158,81,NA,0.5,0.387838542,10,40,No,1500,Basal,No
2,653,Pikertaramoor,Annual,Gheli,Proteaceae,95,158,NA,1.5,0.325722656,NA,NA,NA,0,Basal,No
1,654,Shark Bay A,Annual,Cneso,Eucalypt,86.5,104,NA,NA,0.402288411,15,0,Yes,30,None,No
2,654,Shark Bay A,Annual,Cneso,Eucalypt,104,175.5,NA,1.1,0.402288411,15,0,Yes,0,None,No
1,655,Shark Bay A,Annual,Tferd,Pantropical,167.4,187.5,1.6,1.8,0.479895833,9,1,Yes,110,Basal,No
2,655,Shark Bay A,Annual,Tferd,Pantropical,187.5,257,1.8,2,0.479895833,9,1,Yes,100,Basal,No
1,656,Shark Bay A,Annual,Cneso,Eucalypt,76,120,NA,1.1,0.493154297,2.5,2.5,Yes,0,None,No
2,656,Shark Bay A,Annual,Cneso,Eucalypt,120,210,1.1,1.6,0.493154297,2.5,2.5,Yes,0,None,No
2,657,Shark Bay A,Annual,Echlo,Pantropical,120,118.5,1.2,1.3,0.543570964,0.2,0.8,Yes,0,None,No
1,657,Shark Bay A,Annual,Echlo,Pantropical,224,120,2.5,1.2,0.543570964,0.2,0.8,Yes,160,Basal,No
1,657,Shark Bay A,Annual,Echlo,Pantropical,224,120,2.5,1.2,0.543570964,0.2,0.8,Yes,160,Basal,No
2,720,Taracumbi,Annual,Echlo,Pantropical,95,81,1.4,0.8,0.358696324,17.5,17.5,No,2000,Basal,No
2,972,Shark Bay B,Annual,Cneso,Eucalypt,65,81,NA,0.3,0.545163774,7.5,7.5,No,300,Basal,No
2,582,Shark Bay A,Annual,Cneso,Eucalypt,95,81.5,NA,0.4,0.146461589,1,9,No,200,Basal,No
2,797,Pikertaramoor,Annual,Etetr,Eucalypt,123,81.5,1.4,0.5,0.128466797,NA,NA,No,800,Basal,No
1,660,Shark Bay A,Annual,Tferd,Pantropical,256,288.4,3.8,3.5,0.466389974,1.5,3.5,Yes,0,None,No
2,660,Shark Bay A,Annual,Tferd,Pantropical,288.4,299.5,3.5,3.6,0.466389974,1.5,3.5,Yes,0,None,No
1,2235,Shark Bay C,Annual,Emini,Eucalypt,227,81.5,1.8,NA,0.1910612,18,2,No,290,Basal,No
1,2272,Shark Bay C,Annual,Aexce,Pantropical,93.5,81.5,NA,NA,0.189366223,5,5,No,160,Basal,No
2,541,Taracumbi,Annual,Emini,Eucalypt,27,82,NA,0.4,0.291928584,15,15,No,1000,Basal,No
1,546,Shark Bay B,Annual,Bmega,Pantropical,60.5,82,1.4,1.5,0.109189453,7.5,7.5,No,390,Basal,No
1,648,Imalu,Annual,Gheli,Proteaceae,81.5,82,NA,NA,0.322460937,5,5,No,180,Basal,No
1,663,Shark Bay A,Annual,Gheli,Proteaceae,49.5,48,NA,NA,0.410283203,6,4,Yes,0,Basal,No
1,744,Taracumbi,Annual,Pcare,Pantropical,74.5,82,NA,NA,0.339980469,35,35,No,900,Basal,No
1,779,Pikertaramoor,Annual,Cneso,Eucalypt,165.5,82,1,NA,0.122294922,NA,NA,No,170,Basal,No
2,985,Pikertaramoor,Annual,Aexce,Pantropical,60,82,NA,0.3,0.257841797,NA,NA,No,1200,Basal,No
2,636,Imalu,Annual,Tferd,Pantropical,83,82.5,0.9,0.7,0.32648112,1,19,No,1500,Basal,No
2,663,Shark Bay A,Annual,Gheli,Proteaceae,48,82.5,NA,0.5,0.410283203,6,4,No,399,Basal,No
1,666,Shark Bay A,Annual,Tferd,Pantropical,204.5,57,NA,NA,0.262249349,5,0,Yes,0,None,No
1,667,Shark Bay A,Annual,Emini,Eucalypt,144.5,152.4,1,1.1,0.388092448,4.75,0.25,Yes,0,None,No
2,2240,Shark Bay C,Annual,Pcare,Pantropical,72,82.5,1.2,0.5,0.200986701,15,10,No,1000,Basal,No
1,668,Taracumbi,Annual,Etetr,Eucalypt,286.1,349.1,2.2,3.4,0.039007161,8,32,Yes,215,Both,No
1,243,Imalu,Annual,Bmega,Pantropical,102.5,83,NA,2.6,0.295221354,12,8,No,200,Basal,No
1,318,Imalu,Annual,Echlo,Pantropical,95.5,83,1.4,1,0.415748698,30,10,No,300,Basal,No
1,536,Imalu,Annual,Pcare,Pantropical,151.5,83,NA,NA,0.387672526,2.8,32.2,No,360,Basal,No
1,636,Imalu,Annual,Tferd,Pantropical,64,83,1.4,0.9,0.32648112,1,19,No,220,Basal,No
1,682,Taracumbi,Annual,Echlo,Pantropical,51.5,83,NA,NA,0.087213542,6,54,No,200,Basal,No
2,671,Shark Bay A,Annual,Cneso,Eucalypt,21,103,NA,0.6,0.508678385,15,0,Yes,0,Epicormic,No
1,671,Shark Bay A,Annual,Cneso,Eucalypt,101.5,21,NA,NA,0.508678385,15,0,Yes,60,Basal,No
1,671,Shark Bay A,Annual,Cneso,Eucalypt,101.5,21,NA,NA,0.508678385,15,0,Yes,60,Basal,No
1,672,Imalu,Annual,Etetr,Eucalypt,271,396.6,2.4,3.5,0.277111991,7,28,Yes,150,None,No
2,906,Pikertaramoor,Annual,Aexce,Pantropical,107,83,NA,0.5,0.291669922,NA,NA,No,1000,Basal,No
2,967,Pikertaramoor,Annual,Aexce,Pantropical,107,83.5,NA,0.4,0.15288737,NA,NA,No,1200,Basal,No
2,248,Shark Bay B,Annual,Pcare,Pantropical,126,84,NA,0.5,0.566116536,4,6,No,160,Basal,No
2,527,Taracumbi,Annual,Etetr,Eucalypt,161.8,84,1,0.5,0.332899091,26.25,8.75,No,2000,Basal,No
1,674,Imalu,Annual,Aexce,Pantropical,160,0,1.3,0.7,0.335908203,1,19,Yes,160,Basal,Yes
1,674,Imalu,Annual,Aexce,Pantropical,160,0,1.3,0.7,0.335908203,1,19,Yes,160,Basal,Yes
2,757,Taracumbi,Annual,Echlo,Pantropical,65,84,NA,0.7,0.186897786,20,30,No,1000,Basal,No
2,981,Pikertaramoor,Annual,Cneso,Eucalypt,42,84,NA,0.5,0.26007487,NA,NA,No,1200,Basal,No
1,676,Imalu,Annual,Etetr,Eucalypt,196.5,289.3,1.1,2.4,0.272272135,0.5,9.5,Yes,0,None,No
1,1246,Shark Bay A,Annual,Tferd,Pantropical,81.5,84,NA,1.3,0.301899877,0.5,0.5,No,130,None,No
1,2204,Shark Bay C,Annual,Tferd,Pantropical,53.5,84,NA,1,0.299726562,29.75,5.25,No,540,Basal,No
1,2207,Shark Bay C,Annual,Emini,Eucalypt,95.5,84,NA,NA,0.265641276,12.75,72.25,No,540,Basal,No
2,570,Imalu,Annual,Etetr,Eucalypt,74,84.5,NA,0.7,0.363509115,12,8,No,1000,Basal,No
2,964,Pikertaramoor,Annual,Cneso,Eucalypt,133,84.5,NA,0.4,0.216673177,NA,NA,No,1000,Basal,No
2,1230,Shark Bay A,Annual,Emini,Eucalypt,165.6,84.5,NA,0.4,0.38749349,4,1,No,220,Basal,No
1,529,Taracumbi,Annual,Pcare,Pantropical,79.5,85,NA,NA,0.318504515,20,5,No,250,Basal,No
1,579,Taracumbi,Annual,Etetr,Eucalypt,148.1,85,1,NA,0.126302083,NA,NA,No,300,Basal,No
2,759,Taracumbi,Annual,Cneso,Eucalypt,66,85,NA,0.7,0.272145182,13.5,31.5,No,2000,Basal,No
1,681,Shark Bay A,Annual,Tferd,Pantropical,124.5,243.2,2,2.7,0.315742187,5,0,Yes,0,None,No
2,984,Pikertaramoor,Annual,Emini,Eucalypt,94,85,1.3,0.6,0.268193359,NA,NA,No,1000,Basal,No
2,1200,Shark Bay A,Annual,Tferd,Pantropical,94,85,1,0.7,0.505315755,2.5,2.5,No,170,Basal,No
2,614B,Taracumbi,Annual,Etetr,Eucalypt,90,85.5,NA,0.5,0.13207588,38.25,6.75,No,1800,Basal,No
2,20,Taracumbi,Annual,Aexce,Pantropical,90,86,NA,0.5,0.221272786,30,45,No,1200,Basal,No
1,254,Imalu,Annual,Pcare,Pantropical,112.5,86,2,1,0.195947819,27,33,No,300,Basal,No
